review_id,user_id,review_text,product_name,product_type,created_at
00000158-5148,00000158,"I was hesitant at first, but the Sony WH-1000XM4 has proven to be powerful. It’s perfect for daily routine.",Sony WH-1000XM4,Headphones,2022-02-24 20:44:37.786839
00000159-4553,00000159,Absolutely thrilled with the Dell XPS 13! It’s versatile and has made such a difference in my cleaning.,Dell XPS 13,Laptop,2022-09-05 20:44:37.786878
00000160-5032,00000160,"I've had the Nike Air Max for a month, and it’s quite powerful. Perfect for anyone who needs a good Footwear.",Nike Air Max,Footwear,2022-10-28 20:44:37.786911
00000161-2719,00000161,"The Dell XPS 13 could be better, but it’s generally powerful and gets the job done.",Dell XPS 13,Laptop,2023-01-01 20:44:37.786945
00000162-2155,00000162,"I recently bought the Sony WH-1000XM4, and it’s been a efficient experience so far. I highly recommend it for anyone needing a reliable Headphones.",Sony WH-1000XM4,Headphones,2023-07-29 20:44:37.786972
00000163-9614,00000163,The Kindle Paperwhite is exactly what I was looking for. It's responsive and meets all my expectations for a E-reader.,Kindle Paperwhite,E-reader,2022-05-20 20:44:37.786996
00000164-1047,00000164,"I recently bought the Dyson V11 Vacuum, and it’s been a user-friendly experience so far. I highly recommend it for anyone needing a reliable Vacuum Cleaner.",Dyson V11 Vacuum,Vacuum Cleaner,2023-04-19 20:44:37.787021
00000165-4461,00000165,Absolutely thrilled with the Fitbit Charge 5! It’s intuitive and has made such a difference in my workout.,Fitbit Charge 5,Fitness Tracker,2022-11-17 20:44:37.787045
00000166-6026,00000166,The Amazon Echo Dot has exceeded my expectations. It's very efficient and makes my daily tasks much easier.,Amazon Echo Dot,Smart Speaker,2023-03-12 20:44:37.787069
00000167-8674,00000167,"I've had the Nike Air Max for a month, and it’s quite responsive. Perfect for anyone who needs a good Footwear.",Nike Air Max,Footwear,2022-07-07 20:44:37.787093
00000168-3479,00000168,I love my new Dyson V11 Vacuum. It’s incredibly durable and has all the features I wanted in a Vacuum Cleaner.,Dyson V11 Vacuum,Vacuum Cleaner,2024-09-22 20:44:37.787118
00000169-8953,00000169,The Amazon Echo Dot has exceeded my expectations. It's very compact and makes my daily tasks much easier.,Amazon Echo Dot,Smart Speaker,2023-08-31 20:44:37.787156
00000170-5802,00000170,"I've had the Sony WH-1000XM4 for a month, and it’s quite versatile. Perfect for anyone who needs a good Headphones.",Sony WH-1000XM4,Headphones,2023-05-22 20:44:37.787189
00000171-8047,00000171,"I recently bought the Apple iPhone 13, and it’s been a responsive experience so far. I highly recommend it for anyone needing a reliable Smartphone.",Apple iPhone 13,Smartphone,2022-03-12 20:44:37.787230
00000172-1044,00000172,"I've had the Dyson V11 Vacuum for a month, and it’s quite sturdy. Perfect for anyone who needs a good Vacuum Cleaner.",Dyson V11 Vacuum,Vacuum Cleaner,2024-09-28 20:44:37.787255
00000173-5057,00000173,"The Nike Air Max could be better, but it’s generally lightweight and gets the job done.",Nike Air Max,Footwear,2022-12-24 20:44:37.787279
00000174-4069,00000174,Absolutely thrilled with the Kindle Paperwhite! It’s user-friendly and has made such a difference in my home use.,Kindle Paperwhite,E-reader,2023-10-29 20:44:37.787306
00000175-7124,00000175,"I was hesitant at first, but the Instant Pot Duo has proven to be user-friendly. It’s perfect for daily routine.",Instant Pot Duo,Cookware,2024-03-12 20:44:37.787332
00000176-1922,00000176,I love my new Kindle Paperwhite. It’s incredibly lightweight and has all the features I wanted in a E-reader.,Kindle Paperwhite,E-reader,2022-09-29 20:44:37.787356
00000177-1323,00000177,"I was hesitant at first, but the Sony WH-1000XM4 has proven to be user-friendly. It’s perfect for reading sessions.",Sony WH-1000XM4,Headphones,2022-12-15 20:44:37.787380
00000178-7452,00000178,The Samsung Galaxy S21 is exactly what I was looking for. It's lightweight and meets all my expectations for a Smartphone.,Samsung Galaxy S21,Smartphone,2022-02-25 20:44:37.787404
00000179-6735,00000179,"The Dell XPS 13 could be better, but it’s generally compact and gets the job done.",Dell XPS 13,Laptop,2023-02-13 20:44:37.787427
00000180-2434,00000180,"I recently bought the Nike Air Max, and it’s been a responsive experience so far. I highly recommend it for anyone needing a reliable Footwear.",Nike Air Max,Footwear,2022-05-09 20:44:37.787451
00000181-7821,00000181,The Samsung Galaxy S21 has exceeded my expectations. It's very responsive and makes my daily tasks much easier.,Samsung Galaxy S21,Smartphone,2024-04-07 20:44:37.787474
00000182-2558,00000182,"The Dyson V11 Vacuum could be better, but it’s generally sturdy and gets the job done.",Dyson V11 Vacuum,Vacuum Cleaner,2024-02-07 20:44:37.787498
00000183-9173,00000183,I love my new Amazon Echo Dot. It’s incredibly user-friendly and has all the features I wanted in a Smart Speaker.,Amazon Echo Dot,Smart Speaker,2024-10-23 20:44:37.787522
00000184-9273,00000184,"I recently bought the Dyson V11 Vacuum, and it’s been a powerful experience so far. I highly recommend it for anyone needing a reliable Vacuum Cleaner.",Dyson V11 Vacuum,Vacuum Cleaner,2024-09-26 20:44:37.787549
00000185-1578,00000185,The Amazon Echo Dot has exceeded my expectations. It's very user-friendly and makes my daily tasks much easier.,Amazon Echo Dot,Smart Speaker,2023-02-09 20:44:37.787572
00000186-3857,00000186,"The Amazon Echo Dot could be better, but it’s generally powerful and gets the job done.",Amazon Echo Dot,Smart Speaker,2022-08-15 20:44:37.787596
00000187-7683,00000187,Absolutely thrilled with the Dyson V11 Vacuum! It’s powerful and has made such a difference in my home use.,Dyson V11 Vacuum,Vacuum Cleaner,2022-12-31 20:44:37.787619
00000188-2387,00000188,I love my new Apple iPhone 13. It’s incredibly compact and has all the features I wanted in a Smartphone.,Apple iPhone 13,Smartphone,2023-05-31 20:44:37.787643
00000189-1375,00000189,The Dyson V11 Vacuum is exactly what I was looking for. It's durable and meets all my expectations for a Vacuum Cleaner.,Dyson V11 Vacuum,Vacuum Cleaner,2023-12-09 20:44:37.787666
00000190-4042,00000190,"I recently bought the Nike Air Max, and it’s been a intuitive experience so far. I highly recommend it for anyone needing a reliable Footwear.",Nike Air Max,Footwear,2022-03-08 20:44:37.787690
00000191-6802,00000191,The Fitbit Charge 5 has exceeded my expectations. It's very user-friendly and makes my daily tasks much easier.,Fitbit Charge 5,Fitness Tracker,2024-05-09 20:44:37.787714
00000192-3842,00000192,"I was hesitant at first, but the Kindle Paperwhite has proven to be compact. It’s perfect for workout.",Kindle Paperwhite,E-reader,2024-08-02 20:44:37.787738
00000193-7859,00000193,I love my new Samsung Galaxy S21. It’s incredibly responsive and has all the features I wanted in a Smartphone.,Samsung Galaxy S21,Smartphone,2024-10-19 20:44:37.787761
00000194-4977,00000194,"The Dyson V11 Vacuum could be better, but it’s generally compact and gets the job done.",Dyson V11 Vacuum,Vacuum Cleaner,2023-08-24 20:44:37.787784
00000195-6690,00000195,"Not quite what I hoped, but the Nike Air Max is fairly responsive and works well as a Footwear.",Nike Air Max,Footwear,2024-09-19 20:44:37.787807
00000196-7605,00000196,The Kindle Paperwhite has exceeded my expectations. It's very efficient and makes my daily tasks much easier.,Kindle Paperwhite,E-reader,2023-05-14 20:44:37.787830
00000197-2223,00000197,"I was hesitant at first, but the Fitbit Charge 5 has proven to be user-friendly. It’s perfect for workout.",Fitbit Charge 5,Fitness Tracker,2022-11-02 20:44:37.787853
00000198-7847,00000198,The Instant Pot Duo is exactly what I was looking for. It's efficient and meets all my expectations for a Cookware.,Instant Pot Duo,Cookware,2023-10-09 20:44:37.787877
00000199-5722,00000199,Absolutely thrilled with the Sony WH-1000XM4! It’s lightweight and has made such a difference in my commutes.,Sony WH-1000XM4,Headphones,2023-11-13 20:44:37.787901
00000200-1594,00000200,"I was hesitant at first, but the Apple iPhone 13 has proven to be user-friendly. It’s perfect for daily routine.",Apple iPhone 13,Smartphone,2022-03-08 20:44:37.787924
